INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,DEMOSTK,28-MAY-2026,1320,CE,140.23,143.04,137.24,140.21,140.21,1282,44.94,27592,4227,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1320,PE,3.3,4.33,0.14,1.44,1.44,1696,0.61,14765,-3641,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,CE,121.6,122.16,119.01,120.44,120.44,1213,36.52,8183,4473,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,PE,0.5,3.4,0.05,1.53,1.53,1030,0.39,43365,-1376,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,CE,101.14,103.93,98.03,100.9,100.9,1194,30.12,26815,2491,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,PE,2.97,4.85,0.59,2.06,2.06,1665,0.86,35584,-1799,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,CE,82.63,84.2,80.11,81.85,81.85,822,16.82,46258,3421,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,PE,3.38,4.88,0.05,1.47,1.47,2081,0.76,17443,-343,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,CE,59.83,64.44,57.67,61.63,61.63,2071,31.91,24681,-3732,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,PE,4.79,5.01,1.49,3.28,3.28,2858,2.34,31796,2473,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,CE,43.19,45.81,40.3,41.26,41.26,2247,23.18,39461,-3559,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,PE,3.26,5.38,0.05,1.99,1.99,1085,0.54,30351,3271,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,CE,20.82,23.38,19.45,20.14,20.14,823,4.14,30363,-2396,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,PE,-0.62,2.68,0.05,0.88,0.88,927,0.2,41810,4703,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,CE,0.15,1.31,0.05,0.82,0.82,949,0.19,2854,-3358,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,PE,0.43,3.35,0.05,1.73,1.73,1952,0.84,34182,-4800,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,CE,4.65,5.75,1.16,3.63,3.63,69,0.06,10891,1567,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,PE,26.56,28.98,24.21,24.56,24.56,2157,13.24,22214,-3824,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,CE,5.34,5.76,1.01,3.52,3.52,2823,2.48,32652,-2587,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,PE,43.27,43.62,42.07,43.06,43.06,1837,19.78,3173,3384,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,CE,0.43,2.05,0.13,1.9,1.9,1095,0.52,14379,3417,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,PE,63.19,64.12,60.41,61.47,61.47,990,15.21,46283,-3620,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,CE,-0.03,2.65,0.05,1.55,1.55,636,0.25,28573,3247,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,PE,79.91,84.42,79.68,81.72,81.72,596,12.18,40018,-4119,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,CE,2.36,3.65,0.05,1.02,1.02,2335,0.6,19498,-3260,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,PE,102.63,105.2,100.45,103.13,103.13,2733,70.46,2521,1509,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,CE,0.62,2.14,0.42,1.85,1.85,2278,1.05,7958,155,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,PE,122.28,125.61,120.08,122.62,122.62,1804,55.3,2363,-2009,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,CE,3.52,5.19,0.78,1.82,1.82,2521,1.15,22271,-4247,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,PE,141.56,143.62,138.96,140.9,140.9,683,24.06,41991,-445,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,CE,2.17,4.17,0.11,0.39,0.39,740,0.07,43029,-3504,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,PE,162.99,163.83,159.78,161.24,161.24,2112,85.13,30865,-4113,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,CE,2.07,4.24,0.05,0.5,0.5,1272,0.16,14266,3926,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,PE,179.54,182.02,177.59,181.36,181.36,528,23.94,10866,685,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,CE,-1.71,1.44,0.05,0.24,0.24,366,0.02,30270,3283,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,PE,203.08,205.86,199.32,201.14,201.14,373,18.76,38017,-4253,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,CE,1.56,2.64,0.05,0.69,0.69,1921,0.33,45992,-3174,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,PE,222.48,225.47,218.88,220.85,220.85,1226,67.69,32008,3782,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,CE,1.63,1.88,0.05,0.85,0.85,2933,0.62,9468,994,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,PE,241.41,244.27,239.13,240.78,240.78,2278,137.12,7488,467,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,CE,166.55,170.51,166.23,167.7,167.7,2635,110.47,35562,-1792,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,PE,3.83,5.48,1.47,3.32,3.32,808,0.67,41616,2812,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,CE,147.2,149.24,143.3,145.73,145.73,1645,59.93,4477,4656,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,PE,7.32,8.61,7.26,7.27,7.27,485,0.88,41600,2455,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,CE,130.79,132.66,129.52,131.18,131.18,1677,55.0,22109,-1772,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,PE,11.39,13.6,10.35,12.82,12.82,2195,7.03,34154,-1810,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,CE,117.08,118.78,114.96,115.09,115.09,600,17.26,46956,2992,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,PE,6.05,6.21,4.28,4.45,4.45,1179,1.31,27652,-1931,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,CE,92.36,92.72,90.97,91.98,91.98,1560,35.87,28379,545,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,PE,17.39,17.93,15.23,16.61,16.61,1099,4.56,12435,-2621,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,CE,69.83,72.82,69.29,69.37,69.37,2880,49.95,39463,2558,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,PE,7.15,10.1,2.84,5.46,5.46,1795,2.45,21771,1898,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,CE,60.17,61.42,58.85,59.31,59.31,2920,43.3,45674,4234,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,PE,7.26,7.41,4.65,6.85,6.85,664,1.14,18424,138,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,CE,40.69,40.95,37.05,39.26,39.26,2678,26.28,44669,1071,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,PE,9.23,10.7,6.5,9.91,9.91,587,1.45,12948,-1449,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,CE,16.38,19.37,14.42,14.95,14.95,105,0.39,4114,4335,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,PE,26.25,28.23,24.24,26.31,26.31,2851,18.75,45783,-3602,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,CE,16.73,19.05,13.31,14.97,14.97,1518,5.68,9880,-3232,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,PE,38.0,40.51,35.39,38.49,38.49,384,3.7,38072,-1735,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,CE,13.98,16.27,11.2,12.03,12.03,1394,4.19,35312,3813,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,PE,60.76,65.03,58.75,62.36,62.36,2479,38.65,1656,1668,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,CE,16.77,19.66,14.97,16.3,16.3,454,1.85,47776,4427,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,PE,63.42,68.16,62.84,65.34,65.34,312,5.1,27529,-3683,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,CE,4.72,7.96,2.92,6.67,6.67,272,0.45,10869,-4813,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,PE,92.3,96.14,89.98,93.44,93.44,1964,45.88,27437,-2170,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,CE,9.69,10.54,7.79,8.86,8.86,2113,4.68,47671,-1116,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,PE,113.85,116.92,113.3,114.8,114.8,777,22.3,23870,4342,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,CE,4.11,5.52,2.6,2.71,2.71,539,0.37,12982,-2447,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,PE,125.18,125.46,121.89,123.55,123.55,2282,70.49,13735,1708,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,CE,9.8,13.23,7.39,10.99,10.99,1340,3.68,14097,-3787,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,PE,152.74,155.0,151.17,152.34,152.34,1376,52.4,38028,4305,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,CE,2.87,4.85,0.85,3.65,3.65,2733,2.49,31583,3312,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,PE,167.79,171.27,166.8,169.35,169.35,2890,122.36,5629,-129,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,CE,4.34,6.24,3.14,4.66,4.66,2014,2.35,29018,1779,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,PE,185.99,187.15,183.98,186.62,186.62,1844,86.03,33048,2261,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,CE,1.23,3.79,0.05,3.11,3.11,1933,1.5,21297,3746,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,PE,204.27,205.19,202.33,204.03,204.03,1848,94.26,4531,-4349,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,CE,3.93,7.07,3.12,5.33,5.33,1613,2.15,49920,2625,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,PE,225.57,227.13,223.08,225.81,225.81,380,21.45,1836,1934,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,CE,0.24,2.19,0.05,1.35,1.35,2058,0.69,23566,-3343,26-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,PE,240.3,244.38,238.68,241.93,241.93,325,19.66,30156,1156,26-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1300,CE,163.97,165.41,162.65,162.86,162.86,1515,61.68,15368,-364,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1300,PE,0.37,2.73,0.25,0.81,0.81,2704,0.55,9364,-3153,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1320,CE,142.71,143.69,141.91,142.04,142.04,1462,51.92,23658,4054,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1320,PE,0.42,1.65,0.05,0.95,0.95,1865,0.44,22938,-2233,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,CE,122.12,125.26,121.02,122.66,122.66,2835,86.94,44093,-2103,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,PE,0.95,4.15,0.05,1.17,1.17,2134,0.62,11813,4285,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,CE,101.45,102.91,98.99,102.65,102.65,962,24.69,15592,4280,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,PE,-0.2,1.54,0.05,1.27,1.27,2700,0.86,43491,-4259,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,CE,83.67,85.25,81.66,82.62,82.62,2117,43.73,45487,-3004,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,PE,3.39,4.54,0.05,2.61,2.61,1714,1.12,44995,2124,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,CE,62.82,64.74,62.2,63.63,63.63,1469,23.37,39971,2634,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,PE,0.23,3.12,0.05,1.7,1.7,1821,0.77,40844,802,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,CE,43.59,44.8,42.88,42.89,42.89,572,6.13,1856,2292,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,PE,3.09,4.54,3.0,3.22,3.22,472,0.38,47964,-4991,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,CE,24.71,26.18,21.57,23.68,23.68,292,1.73,38572,3454,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,PE,1.92,3.84,0.05,1.34,1.34,433,0.15,20391,-3317,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,CE,2.64,6.21,0.61,3.71,3.71,1199,1.11,19047,2694,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,PE,4.94,5.01,1.99,3.75,3.75,1948,1.83,42435,4895,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,CE,0.85,2.67,0.62,2.42,2.42,1387,0.84,33496,2723,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,PE,22.91,23.16,19.89,21.29,21.29,172,0.92,1680,-2114,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,CE,2.91,3.3,0.32,1.84,1.84,2848,1.31,36008,2022,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,PE,38.25,42.29,37.75,40.18,40.18,2512,25.23,3782,3591,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,CE,1.84,3.35,1.21,1.32,1.32,1409,0.46,13094,3899,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,PE,60.97,63.06,58.94,60.17,60.17,1844,27.74,8621,2650,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,CE,1.98,4.18,0.05,0.7,0.7,2989,0.52,15515,-2625,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,PE,80.83,82.15,79.13,79.7,79.7,502,10.0,14121,-3890,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,CE,-1.13,2.43,0.05,0.68,0.68,2983,0.51,18500,3964,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,PE,98.2,101.12,95.38,99.96,99.96,2128,53.18,16967,-236,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,CE,1.28,3.74,0.05,1.47,1.47,2850,1.05,34547,-3205,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,PE,121.51,122.64,119.41,119.83,119.83,2990,89.57,20769,3935,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,CE,-0.35,2.51,0.05,1.03,1.03,1636,0.42,19815,-904,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,PE,141.19,141.81,138.34,139.6,139.6,2614,91.23,16332,54,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,CE,0.35,2.48,0.05,1.25,1.25,1059,0.33,22118,1090,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,PE,158.76,160.2,157.44,160.12,160.12,2290,91.67,35579,-977,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,CE,-0.03,2.13,0.05,0.93,0.93,1663,0.39,28017,687,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,PE,177.84,180.72,175.15,179.1,179.1,2694,120.62,8209,4908,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,CE,-0.61,2.91,0.05,0.47,0.47,1866,0.22,9588,-136,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,PE,201.4,201.72,197.91,199.48,199.48,191,9.53,43493,486,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,CE,-0.35,1.22,0.05,0.22,0.22,1611,0.09,48624,4390,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,PE,220.62,221.2,218.2,219.15,219.15,1880,103.0,22330,-4765,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,CE,0.33,3.35,0.05,0.48,0.48,134,0.02,5357,4082,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,PE,239.67,239.79,236.19,238.8,238.8,2131,127.22,29104,186,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,CE,170.07,171.47,168.77,170.44,170.44,938,39.97,31263,3471,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,PE,11.2,12.74,7.97,10.2,10.2,2073,5.29,39067,-1212,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,CE,149.43,152.39,145.99,147.69,147.69,2338,86.32,35264,-3311,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,PE,10.31,12.96,7.31,9.6,9.6,1008,2.42,17689,-378,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,CE,127.15,129.42,126.96,127.03,127.03,1045,33.19,35313,4815,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,PE,4.38,6.81,2.16,5.15,5.15,779,1.0,27941,-3851,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,CE,107.7,108.75,106.08,106.34,106.34,1258,33.44,48651,1025,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,PE,11.32,13.86,10.63,12.58,12.58,1281,4.03,16496,-1080,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,CE,88.27,89.91,83.61,86.38,86.38,2788,60.21,32570,-1485,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,PE,5.36,9.11,5.05,6.52,6.52,2324,3.79,45550,-1426,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,CE,79.04,80.01,77.57,77.89,77.89,992,19.32,35256,644,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,PE,12.37,12.91,10.91,12.24,12.24,1227,3.75,16550,-4535,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,CE,58.07,61.84,56.85,60.0,60.0,2958,44.37,27462,-761,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,PE,11.55,12.05,11.24,11.62,11.62,1375,3.99,25020,-164,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,CE,46.82,48.31,46.16,47.11,47.11,339,3.99,27982,-497,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,PE,23.99,24.68,22.17,22.33,22.33,583,3.25,27216,3939,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,CE,17.44,18.61,15.83,18.53,18.53,1894,8.77,28346,-4106,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,PE,8.43,8.98,4.93,7.33,7.33,2280,4.18,29634,2429,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,CE,5.33,6.29,3.57,4.94,4.94,170,0.21,37880,-4298,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,PE,29.78,31.21,27.49,30.72,30.72,1823,14.0,43326,-2500,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,CE,5.26,6.3,3.18,3.92,3.92,2342,2.3,31625,-2941,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,PE,44.21,46.32,40.02,42.51,42.51,1777,18.89,49610,2157,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,CE,8.04,11.28,7.39,9.36,9.36,1186,2.78,4929,-2697,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,PE,76.91,80.47,76.11,78.19,78.19,2098,41.01,2346,3437,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,CE,12.04,12.68,11.06,11.84,11.84,2642,7.82,17541,-2170,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,PE,82.07,83.19,79.71,82.19,82.19,2053,42.18,38403,-162,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,CE,11.21,14.88,10.02,12.88,12.88,1938,6.24,17201,1809,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,PE,114.29,116.64,113.63,114.88,114.88,1955,56.15,39039,-4346,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,CE,6.48,8.11,5.93,6.06,6.06,536,0.81,25888,1786,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,PE,132.7,134.19,129.1,131.83,131.83,1243,40.97,22139,4965,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,CE,10.29,11.0,8.55,10.65,10.65,2521,6.71,39754,1455,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,PE,149.77,151.07,149.09,149.57,149.57,2018,75.46,8185,1871,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,CE,9.7,12.53,8.51,9.63,9.63,126,0.3,38077,1982,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,PE,165.33,168.1,163.82,165.67,165.67,1817,75.26,48358,-1868,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,CE,4.74,6.99,3.79,6.01,6.01,2260,3.4,15661,1762,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,PE,178.68,181.87,176.65,180.09,180.09,2516,113.28,12763,-1702,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,CE,3.89,6.87,1.95,4.51,4.51,2467,2.78,26925,858,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,PE,201.62,203.32,200.0,200.85,200.85,2059,103.39,17747,2705,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,CE,1.05,4.38,0.05,2.28,2.28,1545,0.88,42816,-3073,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,PE,219.94,222.14,219.66,219.82,219.82,55,3.02,8404,-4252,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,CE,1.57,3.97,0.05,2.46,2.46,2648,1.63,28939,2781,27-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,PE,242.78,246.41,242.51,243.54,243.54,75,4.57,4730,4859,27-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1300,CE,166.38,168.17,165.26,166.59,166.59,1073,44.69,39908,-3093,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1300,PE,1.65,4.4,0.05,0.56,0.56,1653,0.23,31146,4397,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1320,CE,148.27,149.29,145.49,146.3,146.3,1570,57.42,18983,4717,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1320,PE,0.73,4.37,0.05,1.68,1.68,2385,1.0,29389,-55,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,CE,126.56,128.36,125.06,126.41,126.41,1231,38.9,2310,-410,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,PE,2.95,4.51,0.05,1.43,1.43,1246,0.45,45470,-134,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,CE,104.91,107.03,104.12,106.48,106.48,836,22.25,38413,1582,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,PE,-0.08,3.69,0.05,1.06,1.06,62,0.02,1616,4038,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,CE,86.89,89.42,86.31,88.16,88.16,1385,30.53,41555,-4754,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,PE,0.64,4.3,0.05,1.78,1.78,220,0.1,31839,1025,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,CE,65.06,68.44,64.81,66.17,66.17,2846,47.08,15841,215,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,PE,1.92,4.89,0.73,1.74,1.74,66,0.03,26421,-3430,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,CE,47.3,51.25,46.5,48.45,48.45,2234,27.06,40799,1186,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,PE,5.42,7.11,2.51,3.53,3.53,2713,2.39,21873,891,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,CE,29.11,30.26,26.26,28.41,28.41,1490,10.58,25302,-1190,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,PE,0.64,2.47,0.05,2.35,2.35,1187,0.7,20500,-3954,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,CE,7.17,10.42,5.59,7.5,7.5,2299,4.31,37940,1561,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,PE,0.56,2.61,0.05,0.63,0.63,2532,0.4,24008,-3433,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,CE,0.1,1.52,0.05,1.25,1.25,216,0.07,36750,1809,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,PE,17.08,17.8,13.88,15.39,15.39,1239,4.77,41876,-4633,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,CE,3.14,5.18,1.6,1.96,1.96,2297,1.13,18349,-2725,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,PE,37.02,38.21,36.92,37.54,37.54,1884,17.68,8806,-881,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,CE,2.04,5.05,1.13,2.5,2.5,1350,0.84,45582,-912,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,PE,57.22,58.2,56.57,57.95,57.95,70,1.01,35620,-592,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,CE,0.71,2.61,0.05,2.13,2.13,1461,0.78,39478,1772,28-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,PE,74.32,76.2,73.67,76.03,76.03,2574,48.93,39631,-4051,28-MAY-2026
